datetime,seconds_per_rpm,rpm,wind_speed_ms,wind_speed_kmh,knots
2023-10-12 00:00:32.134348,72.26930117607117,0.83022803629747,0.021735319163636767,0.07824714898909237,0.04224998280304369
2023-10-12 00:00:41.875938,9.739498615264893,6.160481393360528,0.16128102573298375,0.5806116926387416,0.3135045090608031
2023-10-12 00:00:52.549760,10.671325206756592,5.622544420444685,0.1471978687145942,0.5299123273725391,0.28612910512217676
2023-10-12 00:02:36.923412,104.3714108467102,0.5748700675141942,0.015050063173927177,0.05418022742613784,0.029254914800006603
2023-10-12 00:03:23.285368,46.359679222106934,1.2942281095721773,0.03388281267584465,0.12197812563304074,0.06586276659181386
2023-10-12 00:03:55.154786,31.8670551776886,1.8828222333517783,0.04929217080261229,0.17745181488940426,0.09581609329294988
2023-10-12 00:04:00.952296,5.795233488082886,10.353336086178734,0.27104970490404345,0.9757789376545565,0.5268772583806758
2023-10-12 00:04:11.676754,10.722118139266968,5.595909242994219,0.14650056139954887,0.527402021038376,0.2847736512708991
2023-10-12 00:04:38.560997,26.881897926330566,2.231985262514912,0.058433237530312786,0.21035965510912602,0.11358486444092321
2023-10-12 00:04:49.507439,10.944064140319824,5.482424009098195,0.14352952492372661,0.5167062897254159,0.27899843172773675
2023-10-12 00:05:01.685064,12.175443887710571,4.9279517488936655,0.12901347509641095,0.46444851034707946,0.25078155343140746
2023-10-12 00:05:15.084117,13.396686792373657,4.478719322911711,0.11725259768625071,0.42210935167050256,0.22792028948644158
2023-10-12 00:05:22.976396,7.889934539794922,7.604625830211202,0.19908863867908916,0.716719099244721,0.3869964594099607
2023-10-12 00:05:32.461907,9.483116388320923,6.3270340195227295,0.16564136328954424,0.5963089078423592,0.3219803076167477
2023-10-12 00:06:14.325962,41.86168694496155,1.4332914982352754,0.037523483677572085,0.1350845412392595,0.07293964851181173
2023-10-12 00:08:45.723305,151.39497590065002,0.3963143403079229,0.0103754851668638,0.03735174660070968,0.02016828308675653
2023-10-12 00:08:55.279168,9.553611993789673,6.280347164926,0.16441910429437506,0.5919087754597503,0.31960443169157804
2023-10-12 00:09:01.555122,6.273773908615112,9.563621653245796,0.2503750293962439,0.901350105826478,0.48668899714159475
2023-10-12 00:09:09.673449,8.11607813835144,7.392733162151068,0.19354130160136201,0.6967486857649032,0.37621332370479155
2023-10-12 00:09:17.590748,7.914991140365601,7.580551757538486,0.19845838093033422,0.7144501713492032,0.38577133918762085
2023-10-12 00:09:31.059151,13.466153621673584,4.455615291914601,0.1166477355691771,0.41993184804903755,0.22674453430878921
2023-10-12 00:09:51.255887,20.194505214691162,2.9711052269976395,0.0777833529514835,0.2800200706253406,0.1511983928012117
2023-10-12 00:09:56.268454,5.01033353805542,11.975250658319812,0.31351132910894886,1.128640784792216,0.6094158619751392
2023-10-12 00:10:00.310118,4.0347700119018555,14.870736082356776,0.38931496024837264,1.4015338568941416,0.7567659923291967
2023-10-12 00:10:04.467721,4.15576434135437,14.437777282733483,0.37798012538000936,1.3607284513680338,0.7347328869186774
2023-10-12 00:10:08.674442,4.204837322235107,14.269279737106839,0.37356886995093785,1.3448479318233764,0.726158112165431
2023-10-12 00:10:13.718478,5.0421905517578125,11.899589946889801,0.31153053631566635,1.121509930736399,0.6055655177118449
2023-10-12 00:10:56.754415,43.034077882766724,1.3942438865183024,0.03650121959331984,0.13140439053595143,0.07095253069427884
2023-10-12 00:11:05.036187,8.279852628707886,7.246505788275523,0.1897130779053525,0.682967080459269,0.3687718693555404
2023-10-12 00:11:33.096371,28.058274030685425,2.1384066580282908,0.05598335539374317,0.2015400794174754,0.10882268554857372
2023-10-12 00:11:44.654314,11.555875539779663,5.192163916395384,0.1359305334665146,0.4893499204794526,0.2642272081735497
2023-10-12 00:12:07.007886,22.35169267654419,2.684360458434714,0.07027639246504523,0.2529950128741628,0.13660606272925352
2023-10-12 00:12:31.846365,24.83657717704773,2.4157918207605475,0.0632452819725304,0.22768301510110947,0.1229387089094835
2023-10-12 00:12:45.537689,13.689298868179321,4.382985613636472,0.11474629503825078,0.4130866621377028,0.2230484381471534
2023-10-12 00:13:46.407751,60.868136405944824,0.9857374242550321,0.025806545420067786,0.09290356351224403,0.05016379524934456
2023-10-12 00:14:44.080874,57.67119598388672,1.0403807130471847,0.027237103375379556,0.0980535721513664,0.0529445710251978
2023-10-12 00:14:49.580816,5.4978556632995605,10.913345797803421,0.2857107248705356,1.0285586095339283,0.555375935432342
2023-10-12 00:14:54.071198,4.484154939651489,13.380447555334301,0.35029929784651465,1.2610774722474527,0.6809257871259691
2023-10-12 00:15:00.714429,6.640775918960571,9.035088780618175,0.2365380711476802,0.8515370561316487,0.45979216421970664
2023-10-12 00:15:12.428603,11.711663246154785,5.123098123547859,0.13412239523798009,0.4828406228567283,0.2607124767593952
2023-10-12 00:15:18.751514,6.32022762298584,9.493328971537016,0.24853477129243198,0.8947251766527552,0.48311182982908096
2023-10-12 00:15:25.678294,6.924289703369141,8.665148711326433,0.22685306278138487,0.8166710260129856,0.44096605755696716
2023-10-12 00:15:31.916546,6.235757350921631,9.621926676016688,0.25190145132294745,0.9068452247626109,0.48965611713959817
2023-10-12 00:15:48.395941,16.476684093475342,3.6415093995617482,0.0953344931470114,0.343204175329241,0.18531500115888663
2023-10-12 00:15:58.156199,9.757806777954102,6.14892274107728,0.16097842092383,0.579522315325788,0.3129162937285777
2023-10-12 00:16:52.856295,54.6981680393219,1.0969288762443867,0.02871753082599894,0.10338311097359619,0.055822285120809785
